source,neighborhood,city,state,transaction,property_type,date,listing_price,suffix,price_ttc,price,size,rooms,bedrooms,bathrooms,parkings,finishing,condition,construction_year,age,air_conditioning,central_heating,swimming_pool,elevator,garden,equipped_kitchen,amenities
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,10/3/2022,520000,TTC,520000,601965,174,4,3,2,1,haut standing,neuf,2016,9,1,1,0,1,0,1,Double vitrage+Prise lave-vaisselle+Chauffage Central+Parking+Ascenseur+Terrasse+Alarme+Cuisine Equipée+Climatisation
remax,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,2/24/2025,520000,TTC,520000,520000,160,4,3,2,1,,,,,,,,,,,
tecnocasa,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,4/5/2025,520000,TTC,520000,520000,156,4,3,1,1,haut standing,bonne condition,,,1,1,0,0,0,1,"Climatisation, Cuisine Equipée, Chauffage Central, Parking"
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,10/11/2024,520000,TTC,520000,546000,130,2,2,2,0,haut standing,neuf,2020,5,1,1,0,1,0,1,Chauffage Central+Terrasse+Ascenseur+Parking+Prise lave-vaisselle+Camera+Master Bedroom+Double vitrage+Gardien+Cuisine Equipée+Climatisation+Terrasse+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Master Bedroom+Double vitrage+Gardien+Cuisine Equipée+Climatisation
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,12/2/2024,515000,HT,612850,643493,160,4,3,1,1,haut standing,bonne condition,2021,4,1,1,0,1,0,1,Climatisation+Parking+Cuisine Equipée+Fibre optique+Gardien+Double vitrage+Master Bedroom+Chauffage Central+Ascenseur
tecnocasa,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,3/13/2025,515000,TTC,515000,515000,140,4,3,2,1,haut standing,bonne condition,,,1,0,0,1,0,1,"Climatisation, Cuisine Equipée, Parking, Ascenseur"
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,11/18/2024,510000,TTC,510000,535500,123,3,2,1,1,très haut standing,excellente condition,,,1,1,0,1,0,1,Fibre optique+Terrasse+Ascenseur+Parking+Chauffage Central+Camera+Double vitrage+Gardien+Alarme+Cuisine Equipée+Climatisation
century 21,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,11/6/2023,500000,TTC,500000,551250,167,4,3,1,1,haut standing,neuf,,,1,1,0,1,0,1,Titre Bleu+Terrasse+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Master Bedroom+Double vitrage+Cuisine Equipée+Climatisation
tecnocasa,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,4/17/2025,500000,TTC,500000,500000,117,4,2,2,1,moyen standing,bonne condition,,,1,0,0,0,0,1,"Climatisation, Cuisine Equipée"
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,3/5/2025,500000,TTC,500000,500000,130,3,2,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Climatisation+Cuisine Equipée+Fibre optique+Titre Bleu+Alarme+Gardien+Terrasse+Ascenseur+Parking+Chauffage Central+Vue montagne+Prise lave-vaisselle+Camera+Double vitrage
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,2/13/2025,500000,TTC,500000,500000,104,3,2,2,1,très haut standing,neuf,2024,1,1,1,0,1,0,1,Gardien+Double vitrage+Master Bedroom+Camera+Prise lave-vaisselle+Chauffage Central+Parking+Ascenseur+Terrasse+Titre Bleu+Cuisine Equipée+Climatisation
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,10/21/2024,500000,TTC,500000,525000,104,3,2,2,1,très haut standing,neuf,2024,1,1,1,0,1,0,1,Climatisation+Terrasse+Ascenseur+Parking+Prise lave-vaisselle+Cuisine Equipée+Titre Bleu+Gardien+Double vitrage+Master Bedroom+Camera+Chauffage Central
newkey,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,2/23/2025,500000,TTC,500000,500000,115,3,2,1,1,,,,,,,,,,,
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,4/14/2025,495000,TTC,495000,495000,162,4,3,2,1,haut standing,excellente condition,,,1,1,0,1,0,1,Climatisation+Cuisine Equipée+Fibre optique+Gardien+Double vitrage+Master Bedroom+Prise lave-vaisselle+Chauffage Central+Ascenseur+Parking
newkey,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,3/1/2025,493000,TTC,493000,493000,156,4,3,1,1,,,,,,,,,,,
tecnocasa,Ain Zaghouan,Ain Zaghouan,Tunis,sale,duplex,5/6/2025,490000,TTC,490000,490000,250,5,4,3,1,moyen standing,,2008,17,1,1,0,0,0,1,"Climatisation, Cuisine Equipée, Chauffage Central, Parking"
tecnocasa,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,3/19/2025,490000,TTC,490000,490000,110,4,3,1,1,haut standing,bonne condition,2025,0,1,1,0,0,0,1,"Climatisation, Cuisine Equipée, Chauffage Central"
century 21,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,11/6/2023,490000,TTC,490000,540225,126,3,2,1,1,haut standing,neuf,,,1,1,0,1,1,1,Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Master Bedroom+Double vitrage+Titre Bleu+Jardin+Cuisine Equipée+Climatisation
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,9/8/2023,482000,TTC,482000,531405,134,3,2,1,0,très haut standing,neuf,2023,2,1,1,0,1,0,1,Fibre optique+Terrasse+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Double vitrage+Gardien+Alarme+Climatisation+Cuisine Equipée
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,8/9/2023,481000,TTC,481000,530303,133,3,2,2,0,très haut standing,neuf,,,1,0,0,0,0,0,Climatisation
newkey,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,2/23/2025,477000,TTC,477000,477000,93,3,2,1,1,,,,,,,,,,,
century 21,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,11/6/2023,465400,TTC,465400,513104,227,3,2,1,1,haut standing,neuf,,,1,1,0,1,1,1,Double vitrage+Gardien+Titre Bleu+Jardin+Cuisine Equipée+Climatisation+Camera+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Master Bedroom+Master Bedroom+Prise lave-vaisselle+Chauffage Central+Parking+Ascenseur+Climatisation+Cuisine Equipée+Jardin+Titre Bleu+Gardien+Double vitrage+Camera
century 21,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,10/18/2024,460000,TTC,460000,483000,117,3,2,1,1,très haut standing,neuf,2024,1,1,1,0,1,1,1,Camera+Terrasse+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Double vitrage+Gardien+Alarme+Titre Bleu+Jardin+Fibre optique+Cuisine Equipée+Climatisation
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,11/8/2023,460000,TTC,460000,507150,104,3,2,2,1,très haut standing,neuf,2024,1,1,1,0,1,0,1,Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Master Bedroom+Double vitrage+Gardien+Titre Bleu+Cuisine Equipée+Climatisation+Terrasse
century 21,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,1/11/2025,450000,TTC,450000,450000,205,5,4,2,0,moyen standing,bonne condition,,,1,1,0,1,0,0,Terrasse+Ascenseur+Chauffage Central+Gardien+Titre Bleu+Climatisation
century 21,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,7/21/2024,450000,TTC,450000,472500,205,5,4,2,0,moyen standing,bonne condition,,,1,1,0,1,0,0,Climatisation+Terrasse+Ascenseur+Chauffage Central+Gardien+Titre Bleu
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,1/2/2024,450000,TTC,450000,472500,145,3,2,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Ascenseur+Parking+Chauffage Central+Master Bedroom+Double vitrage+Gardien+Cuisine Equipée+Climatisation
newkey,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,3/1/2025,450000,TTC,450000,450000,132,3,2,1,1,,,,,,,,,,,
newkey,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,local commercial,4/25/2025,450000,TTC,450000,450000,55,1,0,0,0,,,,,,,,,,,
tecnocasa,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,3/13/2025,440000,TTC,440000,440000,157,4,3,2,1,haut standing,,,,0,0,0,0,0,1,"Cuisine Equipée"
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,7/20/2023,438000,TTC,438000,482895,127,3,2,1,1,haut standing,excellente condition,2019,6,1,1,0,1,0,1,Prise lave-vaisselle+Chauffage Central+Parking+Ascenseur+Terrasse+Camera+Climatisation+Cuisine Equipée+Titre Bleu+Alarme+Gardien
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,2/23/2023,435000,TTC,435000,479588,115,3,2,2,1,très haut standing,neuf,2024,1,1,1,0,1,0,1,Climatisation+Cuisine Equipée+Fibre optique+Gardien+Alarme+Double vitrage+Master Bedroom+Camera+Chauffage Central+Parking+Ascenseur+Terrasse
tecnocasa,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,2/24/2025,430000,TTC,430000,430000,220,4,4,2,1,,,,,,,,,,,
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,4/9/2025,425000,TTC,425000,425000,147,4,3,2,0,haut standing,bonne condition,,,1,1,0,1,0,1,Ascenseur+Chauffage Central+Master Bedroom+Double vitrage+Gardien+Titre Bleu+Cuisine Equipée+Climatisation
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,8/25/2024,425000,TTC,425000,446250,147,4,3,2,0,haut standing,bonne condition,,,1,1,0,1,0,1,Cuisine Equipée+Ascenseur+Chauffage Central+Master Bedroom+Double vitrage+Gardien+Titre Bleu+Climatisation
remax,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,2/24/2025,415000,TTC,415000,415000,85,2,1,1,1,,,,,,,,,,,
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,bureau,2/21/2025,412000,TTC,412000,412000,115,2,1,0,0,très haut standing,excellente condition,,,1,1,0,0,0,1,Climatisation+Cuisine Equipée+Fibre optique+Titre Bleu+Chauffage Central+Double vitrage
century 21,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,12/24/2024,410000,TTC,410000,430500,140,3,2,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Chauffage Central+Camera+Double vitrage+Gardien+Fibre optique+Cuisine Equipée+Climatisation+Parking+Terrasse+Ascenseur
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,10/11/2024,410000,TTC,410000,430500,120,3,2,2,1,haut standing,excellente condition,2017,8,1,1,0,1,0,1,Prise lave-vaisselle+Ascenseur+Parking+Chauffage Central+Camera+Master Bedroom+Gardien+Titre Bleu+Fibre optique+Cuisine Equipée+Climatisation+Double vitrage
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,9/29/2023,410000,TTC,410000,452025,84,3,2,1,1,moyen standing,à rafraichir,,,1,1,0,1,1,1,Prise lave-vaisselle+Ascenseur+Parking+Chauffage Central+Camera+Double vitrage+Gardien+Jardin+Fibre optique+Cuisine Equipée+Climatisation
century 21,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,12/29/2023,400000,TTC,400000,441000,135,3,2,1,1,haut standing,neuf,2023,2,1,1,0,1,0,1,Climatisation+Alarme+Cuisine Equipée+Fibre optique+Titre Bleu+Terrasse+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Double vitrage+Gardien
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,12/23/2024,400000,TTC,400000,420000,120,3,2,2,1,haut standing,excellente condition,2017,8,1,1,0,1,0,1,Parking+Chauffage Central+Prise lave-vaisselle+Camera+Master Bedroom+Double vitrage+Gardien+Titre Bleu+Fibre optique+Cuisine Equipée+Climatisation+Ascenseur
century 21,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,10/28/2024,400000,TTC,400000,420000,71,3,2,2,0,très haut standing,neuf,,,1,1,0,0,0,1,Vue mer+Master Bedroom+Prise lave-vaisselle+Chauffage Central+Terrasse+Double vitrage+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation
tecnocasa,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,2/24/2025,400000,TTC,400000,400000,120,3,2,1,1,,,,,,,,,,,
tecnocasa,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,2/24/2025,395000,TTC,395000,395000,135,3,2,1,1,,,,,,,,,,,
remax,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,2/24/2025,390000,TTC,390000,390000,150,4,3,2,1,,,,,,,,,,,
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,10/1/2024,390000,TTC,390000,409500,120,3,2,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Ascenseur+Terrasse+Parking+Climatisation+Cuisine Equipée+Fibre optique+Titre Bleu+Alarme+Gardien+Double vitrage+Camera+Prise lave-vaisselle+Chauffage Central
remax,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,2/24/2025,389000,TTC,389000,389000,117,3,2,1,1,,,,,,,,,,,
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,4/25/2025,385000,TTC,385000,385000,85,2,1,1,0,très haut standing,neuf,,,1,1,0,1,0,1,Terrasse+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Double vitrage+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,2/11/2025,385000,TTC,385000,385000,85,2,1,1,0,très haut standing,neuf,2024,1,1,1,1,1,0,1,Climatisation+Ascenseur+Cuisine Equipée+Fibre optique+Alarme+Gardien+Double vitrage+Camera+Piscine+Prise lave-vaisselle+Chauffage Central+Terrasse
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,3/10/2025,385000,TTC,385000,385000,72,2,1,1,1,haut standing,neuf,,,1,1,0,0,0,1,Climatisation+Cuisine Equipée+Fibre optique+Titre Bleu+Gardien+Camera+Prise lave-vaisselle+Chauffage Central+Parking+Terrasse
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,9/16/2024,385000,TTC,385000,404250,72,2,1,1,1,haut standing,neuf,,,1,1,0,0,0,1,Gardien+Climatisation+Cuisine Equipée+Fibre optique+Terrasse+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Titre Bleu
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,6/4/2024,380000,TTC,380000,399000,80,3,2,1,1,très haut standing,excellente condition,2022,3,1,1,0,1,0,1,Camera+Prise lave-vaisselle+Chauffage Central+Parking+Ascenseur+Terrasse+Double vitrage+Gardien+Cuisine Equipée+Climatisation
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,7/2/2024,380000,TTC,380000,399000,74,2,2,1,1,très haut standing,neuf,,,1,1,0,1,0,1,Ascenseur+Parking+Chauffage Central+Double vitrage+Fibre optique+Cuisine Equipée+Climatisation
century 21,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,2/26/2024,375000,TTC,375000,393750,137,4,3,2,1,haut standing,excellente condition,2014,11,1,1,0,1,0,1,Double vitrage+Ascenseur+Parking+Chauffage Central+Camera+Master Bedroom+Climatisation+Cuisine Equipée+Fibre optique+Titre Bleu+Alarme+Gardien
remax,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,2/24/2025,370000,TTC,370000,370000,142,4,3,1,1,,,,,,,,,,,
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,3/21/2025,365000,TTC,365000,365000,117,3,2,1,1,haut standing,neuf,2023,2,1,1,0,1,0,1,Alarme+Climatisation+Cuisine Equipée+Fibre optique+Prise lave-vaisselle+Gardien+Double vitrage+Camera+Terrasse+Ascenseur+Parking+Chauffage Central
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,10/21/2024,365000,TTC,365000,383250,117,3,2,1,1,haut standing,neuf,2023,2,1,1,0,1,0,1,Prise lave-vaisselle+Camera+Chauffage Central+Parking+Ascenseur+Terrasse+Climatisation+Cuisine Equipée+Fibre optique+Alarme+Gardien+Double vitrage
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,3/31/2024,365000,TTC,365000,383250,117,3,2,1,1,haut standing,neuf,2023,2,1,1,0,1,0,1,Terrasse+Ascenseur+Parking+Alarme+Chauffage Central+Prise lave-vaisselle+Camera+Double vitrage+Gardien+Fibre optique+Cuisine Equipée+Climatisation
century 21,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,11/25/2023,364200,TTC,364200,401531,124,3,2,2,1,haut standing,neuf,2023,2,1,1,0,1,0,1,Parking+Ascenseur+Chauffage Central+Prise lave-vaisselle+Camera+Gardien+Titre Bleu+Cuisine Equipée+Climatisation+Master Bedroom
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,2/21/2025,364000,TTC,364000,364000,65,2,1,1,1,très haut standing,neuf,2025,0,1,1,0,1,0,1,Titre Bleu+Cuisine Equipée+Climatisation+Alarme+Gardien+Double vitrage+Prise lave-vaisselle+Chauffage Central+Parking+Ascenseur
century 21,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,12/29/2023,355000,TTC,355000,391388,172,4,3,1,0,moyen standing,excellente condition,,,1,1,0,1,0,1,Climatisation+Cuisine Equipée+Titre Bleu+Gardien+Chauffage Central+Ascenseur+Terrasse
century 21,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,4/23/2024,350000,TTC,350000,367500,160,4,3,1,1,économique,à rafraichir,,,1,1,0,0,0,1,Gardien+Camera+Chauffage Central+Parking+Terrasse+Titre Bleu+Cuisine Equipée+Climatisation
century 21,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,5/12/2024,350000,TTC,350000,367500,156,4,3,1,0,haut standing,bonne condition,2008,17,1,1,0,1,0,1,"Fibre optique+Terrasse+Ascenseur+Chauffage Central+Gardien+Titre Bleu+Cuisine Equipée+Climatisation"
tecnocasa,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,4/17/2025,350000,TTC,350000,350000,147,4,3,1,0,haut standing,bonne condition,2015,10,1,0,0,0,0,1,"Climatisation, Cuisine Equipée"
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,1/9/2025,350000,TTC,350000,350000,120,3,2,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Terrasse+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Double vitrage+Gardien+Alarme+Titre Bleu+Fibre optique+Cuisine Equipée+Climatisation
century 21,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,4/28/2024,350000,TTC,350000,367500,70,2,1,1,0,très haut standing,neuf,,,1,1,0,1,0,1,Double vitrage+Ascenseur+Chauffage Central+Prise lave-vaisselle+Master Bedroom+Gardien+Alarme+Titre Bleu+Fibre optique+Cuisine Equipée+Climatisation
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,1/8/2025,350000,TTC,350000,350000,62,2,1,1,1,haut standing,neuf,2024,1,1,1,0,1,0,1,Ascenseur+Parking+Chauffage Central+Double vitrage+Fibre optique+Cuisine Equipée+Climatisation
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,11/15/2023,350000,TTC,350000,385875,60,2,1,1,0,très haut standing,neuf,2024,1,1,1,0,1,0,1,"Ascenseur+Chauffage Central+Camera+Double vitrage+Gardien+Alarme+Climatisation+Cuisine Equipée+Fibre optique"
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,duplex,11/17/2023,345000,TTC,345000,380363,69,2,1,1,0,haut standing,neuf,2023,2,1,1,0,1,0,1,Double vitrage+Gardien+Master Bedroom+Camera+Chauffage Central+Parking+Ascenseur+Terrasse+Cuisine Equipée+Climatisation
century 21,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,12/12/2023,343264,TTC,343264,378449,107,3,2,2,0,haut standing,neuf,2024,1,1,1,0,1,0,1,Double vitrage+Terrasse+Ascenseur+Parking+Chauffage Central+Camera+Master Bedroom+Gardien+Alarme+Titre Bleu+Cuisine Equipée+Climatisation
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,duplex,8/21/2023,342000,TTC,342000,377055,65,2,1,1,0,haut standing,neuf,2023,2,1,1,0,1,0,1,Parking+Terrasse+Ascenseur+Chauffage Central+Double vitrage+Cuisine Equipée+Climatisation
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,9/21/2023,340000,TTC,340000,374850,84,3,2,1,1,haut standing,excellente condition,2013,12,1,1,0,1,0,1,"Double vitrage+Prise lave-vaisselle+Chauffage Central+Parking+Ascenseur+Terrasse+Gardien+Alarme+Cuisine Equipée+Climatisation"
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,4/28/2025,340000,TTC,340000,340000,62,2,1,1,0,très haut standing,neuf,2024,1,1,1,0,1,0,1,Climatisation+Cuisine Equipée+Gardien+Double vitrage+Camera+Chauffage Central+Ascenseur+Terrasse
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,10/28/2024,340000,TTC,340000,357000,62,2,1,1,0,très haut standing,neuf,2024,1,1,1,0,1,0,1,Gardien+Climatisation+Terrasse+Ascenseur+Chauffage Central+Camera+Double vitrage+Cuisine Equipée
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,11/20/2023,340000,TTC,340000,374850,62,2,1,1,0,très haut standing,neuf,2024,1,1,1,0,1,0,1,Chauffage Central+Climatisation+Cuisine Equipée+Gardien+Double vitrage+Camera+Ascenseur+Terrasse
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,3/14/2024,340000,TTC,340000,357000,41,1,0,1,0,très haut standing,neuf,2024,1,1,1,0,1,0,1,Parking+Chauffage Central+Prise lave-vaisselle+Camera+Double vitrage+Gardien+Climatisation+Cuisine Equipée+Ascenseur+Fibre optique
newkey,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,4/3/2025,330000,TTC,330000,330000,146,4,3,1,0,,bonne condition,,,1,1,0,1,0,0,"Climatisation, Chauffage Central,  Double ascenseur"
remax,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,2/24/2025,330000,TTC,330000,330000,133,4,3,1,1,,,,,,,,,,,
tecnocasa,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,5/7/2025,330000,TTC,330000,330000,148,4,3,1,0,moyen standing,bonne condition,,,1,1,0,0,0,1,"Climatisation, Cuisine Equipée, Chauffage Central"
century 21,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,2/2/2024,330000,TTC,330000,346500,125,3,2,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Terrasse+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Titre Bleu+Cuisine Equipée+Climatisation
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,12/25/2023,330000,TTC,330000,363825,115,3,2,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Terrasse+Ascenseur+Parking+Chauffage Central+Double vitrage+Gardien+Titre Bleu+Fibre optique+Cuisine Equipée+Climatisation
tecnocasa,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,3/13/2025,330000,TTC,330000,330000,110,3,2,2,2,moyen standing,bonne condition,2008,17,0,0,0,1,0,1,"Ascenseur, Cuisine Equipée"
tecnocasa,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,4/22/2025,320000,TTC,320000,320000,130,4,3,2,1,moyen standing,bonne condition,,,0,1,0,0,0,1,"Cuisine Equipée, Chauffage Central, Parking"
century 21,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,6/11/2024,320000,TTC,320000,336000,122,3,2,1,0,haut standing,excellente condition,,,1,1,0,1,0,1,Terrasse+Ascenseur+Chauffage Central+Prise lave-vaisselle+Double vitrage+Gardien+Alarme+Titre Bleu+Fibre optique+Cuisine Equipée+Climatisation
tecnocasa,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,4/23/2025,320000,TTC,320000,320000,127,3,2,1,0,haut standing,bonne condition,,,1,0,0,0,0,1,"Climatisation, Cuisine Equipée"
tecnocasa,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,4/23/2025,320000,TTC,320000,320000,120,3,2,1,0,haut standing,bonne condition,,,1,0,0,0,0,1,"Climatisation, Cuisine Equipée"
tecnocasa,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,2/23/2025,320000,TTC,320000,320000,120,3,2,1,1,,,,,,,,,,,
tecnocasa,Ain Zaghouan,Ain Zaghouan,Tunis,sale,appartement,2/23/2025,320000,TTC,320000,320000,109,3,3,1,1,,,,,,,,,,,
century 21,Ain Zaghouan Nord,Ain Zaghouan,Tunis,sale,appartement,11/11/2023,320000,TTC,320000,352800,74,2,1,1,0,très haut standing,neuf,2024,1,1,1,0,1,0,1,Climatisation+Cuisine Equipée+Titre Bleu+Gardien+Double vitrage+Camera+Chauffage Central+Ascenseur
